Industry_Sector,Production_Volume_tons,Energy_Source,Fuel_Consumption_GJ,Emission_Factor_kgCO2_per_GJ,Location_Region,Year,Process_Type,Efficiency_GJ_per_ton,Total_CO2_Emissions_MtCO2,Emission_Intensity_kgCO2_per_ton
Oil & Gas,73834.10492666124,Electricity,190570.46034043172,51.151454948667435,India-Central,2020.0,Chemical Reaction,6.64279648675457,0.009747956316650408,132.02511666299694
Oil & Gas,31366.301996761562,,125940.04946139443,110.78467288786925,India-West,2021.0,Mixed Process,6.361577370359136,0.013952227183062656,444.8158148991604
Power,33116.193289520466,Coal,168223.73674236092,104.03018046970391,India-Central,2017.0,Mixed Process,3.510876896272488,0.01750034569259577,528.4528188248529
Steel,33556.69512697152,Coal,209552.8823655154,92.4886893261945,India-East,2020.0,Chemical Reaction,5.631971192913266,0.019381271434512737,577.5679446732778
Chemicals,48981.92927450777,Natural Gas,221268.31514187483,82.26331738528549,India-Central,,Chemical Reaction,7.214308823837955,0.01820226563582342,371.6118557481287
Steel,56474.47444456396,Coal,194754.1442308113,86.63198431499401,India-East,2021.0,Combustion,6.609904362896744,0.016871937968283728,298.75334182782757
Cement,61095.13202176751,Biomass,188617.69764529134,86.67277313315742,India-South,2021.0,Combustion,5.709558942507821,0.01634801891690882,267.58300335752125
Steel,88579.92976242452,Natural Gas,,99.82031899826927,India-West,2019.0,,4.339222306386539,0.024355700222051826,274.9573214539111
Cement,16258.513186988544,Coal,193917.42085552422,67.61232164152153,India-Central,2017.0,Combustion,2.934532263584696,0.013111207030778,806.4210349363749
Cement,59131.033836866256,,,63.635626256703304,India-Central,2016.0,Mixed Process,3.3463347032764346,,186.36538088499532
Chemicals,41643.04141141653,Biomass,154262.17899201764,74.7721009173652,,2021.0,Combustion,5.133987143953072,0.011534507215323796,276.9852254874349
,41203.7727666684,,93944.32949102524,83.9328540869316,India-West,2018.0,Mixed Process,4.853316808835497,0.007885015699464848,191.36635239973447
Power,40703.41807619184,Biomass,238995.13244456257,71.17736617907512,India-South,2016.0,Mixed Process,4.582389832027038,0.017011044057023188,417.92667203478055
Steel,36368.4549378804,Electricity,287815.09454281686,66.71041531548497,India-East,2022.0,Mixed Process,5.592094411158945,0.019200264491016885,527.9373161112326
Cement,75267.87251905177,,150409.37024194098,96.55853901237909,India-South,2016.0,Chemical Reaction,5.903905295300668,,192.954956188747
Steel,62634.45990520854,Coal,123796.7809256936,62.44374646059692,India-North,,,5.902206844090805,0.007730334800762072,123.41983649992702
Fertilizer,50347.93967836062,Coal,162636.51983122836,97.02984620641489,India-South,2018.0,Combustion,5.383610672633571,0.015780596506770633,313.4308296939722
Power,70265.236287305,Biomass,217432.04680100497,,India-East,2023.0,Chemical Reaction,5.12078910138487,0.019448764588382093,
Fertilizer,27312.065520516866,Biomass,169682.00416550937,103.67927853561685,India-West,2019.0,Chemical Reaction,,0.017592507772357543,644.1295243357564
Power,30039.42303003611,Coal,168638.49845948056,107.7465726758893,India-North,2018.0,Combustion,4.60246710229868,0.018170220230217266,604.8791353964772
Oil & Gas,17330.484017079685,Natural Gas,195024.60079602594,80.55349752519936,India-Central,,Chemical Reaction,,0.01570991369757567,906.490187007651
Power,39508.781898150686,,,106.17716094260686,India-Central,2017.0,Chemical Reaction,,0.021877647915653976,553.741392788372
Chemicals,52425.47790057129,Electricity,,,India-West,2023.0,Mixed Process,2.5912844684069434,0.01834028727353111,349.83538554125903
Fertilizer,51542.87866898501,Oil,182290.82893818303,,India-South,2022.0,Mixed Process,4.884710054042312,0.014755071386398437,286.26789514721133
,52240.128665898206,,181222.62760836206,77.90701762818814,India-Central,2022.0,Mixed Process,4.430763416022428,0.014118514443711238,270.26186198748115
Oil & Gas,28834.147534008775,Coal,84680.8424727569,68.48354158863773,India-North,2024.0,Chemical Reaction,4.334264892099663,0.005799243997243929,201.124170236139
,62047.321139210326,Coal,256141.1373394034,86.39508130083523,India-East,2019.0,Chemical Reaction,5.18839701678502,0.022129334384926157,356.6525351719286
Steel,53594.41277358497,Coal,215142.16143858107,92.25918805394376,India-South,2015.0,Mixed Process,5.163693785601541,0.01984884113049398,370.35280551253396
Fertilizer,60995.814221989975,Oil,290663.8276569578,54.02452652335342,India-East,,Mixed Process,5.9324671556531525,0.015702975666632743,257.4434961960319
,21608.567336149223,Biomass,230666.64434432582,113.3976422642277,India-South,2023.0,Combustion,5.209563282023551,0.0261570536176477,1210.494578874244
Power,54672.36288196685,Oil,195584.20399653216,99.36763393713413,India-North,2016.0,Mixed Process,4.039245185070961,0.019434739586613174,355.47648870730507
Cement,32183.521401237096,Electricity,110839.12859798127,66.26713721853689,India-East,2015.0,,6.088080333908997,0.00734499174398548,228.22212810134405
Steel,,Biomass,101974.21145760953,83.43514700502615,India-North,2020.0,Combustion,6.304588073736705,0.008508233323687274,193.19264556524064
Oil & Gas,58015.47347954575,Biomass,262900.8935138051,74.35228686992613,India-East,,Combustion,,0.019547282652898342,336.93222653418553
Oil & Gas,51366.4040938387,Electricity,233692.90781217403,79.99260932331794,,2024.0,Combustion,5.998988475263886,0.018693705476249392,363.92863791085716
Fertilizer,37226.90030331022,Biomass,287923.9961443204,72.96099561522699,India-North,2024.0,Combustion,4.696087405731845,0.021007221420204395,564.3021914004596
Oil & Gas,50094.097342766276,Natural Gas,255874.90036923168,82.84736427617551,India-South,2024.0,Chemical Reaction,5.879540186672935,0.021198561080019853,423.1748290615917
,27026.970271345355,Electricity,177732.15655274535,58.963286623566916,India-South,2021.0,Combustion,6.088279161035592,0.010479672089044191,387.7486815514424
Fertilizer,67254.01093847444,,61994.95822941448,107.85111629146783,India-East,,Combustion,3.7404923162332393,0.0066862254494852716,
Fertilizer,46920.73970755623,Natural Gas,236271.21303514123,60.100157915797936,India-East,2015.0,Chemical Reaction,6.1798391335927105,0.014199937214369124,302.63668695066053
Power,66778.2491638299,Oil,139034.0145968586,83.28574924124158,India-North,2024.0,Combustion,4.554328476029116,0.011579552075717085,173.40304995580945
Chemicals,42102.02469355935,,188941.87779343472,64.82040965852735,India-Central,2019.0,Combustion,4.967827723708211,0.01224728992022185,290.8955094051666
Fertilizer,42146.36017390126,Oil,224726.65666846058,72.65635638493377,India-West,2017.0,Combustion,5.834349688349013,0.016327820056098324,387.40759554864655
,38537.19820043231,Biomass,162161.27127912725,81.91890297374385,India-East,2016.0,Chemical Reaction,4.191093493253475,0.013284073448013781,344.7078165600726
Chemicals,63142.60897539613,Natural Gas,150489.9892265925,76.4670002894224,India-South,2019.0,Mixed Process,5.690513448414517,0.011507518049745024,182.2464772437419
Cement,39358.532640072866,Electricity,181569.36402009043,76.94063920708896,India-West,2019.0,Combustion,4.700319826159674,0.013970062928130378,354.94369304578106
Fertilizer,59668.93148622765,Electricity,77229.1537617105,69.47953714772132,,2016.0,,3.9548591775463917,0.005365845857673846,89.9269640669257
Power,44263.21403496065,Electricity,137978.6316973869,,India-West,,,5.272109828835325,0.008917156078773298,201.45749180640638
Oil & Gas,20360.550501625705,Biomass,137111.5194685733,84.94650728696386,India-West,2021.0,Combustion,6.003086572195603,0.01164714468766385,572.0446844860052
Oil & Gas,41445.288983203005,Biomass,185849.12077467606,62.18574031398215,India-Central,2015.0,Chemical Reaction,4.626649589530203,0.011557165162075911,278.85353065724337
Steel,32313.376784557277,Oil,143170.54242286578,65.25569493042416,,2017.0,Mixed Process,3.283645575030527,0.009342693239369879,289.1277287935688
Steel,50508.540855235064,Biomass,169050.73407952953,65.43169812735138,India-West,2018.0,Combustion,,0.01106127660049893,218.99814196181555
Oil & Gas,32143.883964882647,Oil,173302.12299044663,70.02864749046616,,2016.0,Combustion,,0.012136113280247397,377.55590747857855
Oil & Gas,63889.62651071925,Oil,327661.1396074293,53.69613442624851,India-Central,2024.0,Chemical Reaction,7.230160723524072,0.017594136598618304,275.3833064850739
Power,48633.86209470459,Electricity,246174.2749070264,53.92672187287309,India-West,2019.0,Mixed Process,3.4511431816765485,0.013275371655167414,272.96560633651336
Chemicals,,Biomass,,83.14592819779396,India-East,2018.0,Mixed Process,1.7701573871966798,0.01602862660554159,338.6134498502868
Steel,59838.38206681374,Oil,226944.69030626788,83.3166954002598,India-Central,2016.0,Mixed Process,4.038141201618793,0.018908281634953613,315.9891859014703
Chemicals,64458.60401113794,Natural Gas,255242.96228736054,79.66025448012502,,2015.0,Combustion,4.72362743293377,0.020332719330072094,
Power,49698.51872345523,Natural Gas,217266.16697389618,95.62784434224339,India-East,2022.0,Combustion,4.5395051328406355,0.020776695196215608,418.054616714563
Oil & Gas,38431.99550676064,Biomass,,61.76672621606041,India-Central,2016.0,Combustion,4.715828529040844,0.008521748170171886,221.7357714010143
Fertilizer,23390.455758318058,Electricity,,49.12078366269998,India-West,2018.0,Chemical Reaction,2.964314170718562,0.009420355731015214,402.7435732057153
Chemicals,39709.2536444723,,141446.45944111163,86.77960705671893,India-Central,2024.0,Chemical Reaction,4.573965903263798,0.012274668169863797,309.11354516411274
Oil & Gas,40741.816300280574,Oil,180255.24959887678,48.79513246502964,India-East,2019.0,Chemical Reaction,3.3113640796079533,0.008795578781694173,215.88577978133983
Oil & Gas,51605.86179488445,Biomass,190468.05851552094,,India-West,2016.0,Combustion,5.5863229533800185,0.013894015046198353,269.2332724027027
Cement,,Natural Gas,263154.7782263358,79.17304894688256,India-East,2024.0,Combustion,3.128107650918021,0.02083476613711971,464.82521467858214
,60318.994580771425,Oil,152352.7897452199,105.91186599648792,India-South,2023.0,Combustion,4.396454397946037,0.016135968251686828,267.5105638586137
Fertilizer,40805.250930939656,Oil,147546.06984946926,66.79994667391051,India-North,2016.0,Mixed Process,3.546538260643197,0.009856069597889624,241.53924735251368
Chemicals,,Coal,156983.9721048714,67.90401479982981,India-South,2020.0,,5.642948829904752,0.010659841965145259,216.90865615721856
Oil & Gas,67759.81164795333,Biomass,163459.63545123313,84.9160370936744,India-Central,2021.0,Chemical Reaction,3.9357443842437796,0.013880344467295408,
Fertilizer,55127.378209324495,,180909.88141632575,84.02998428753598,,2020.0,Mixed Process,3.239716277914961,,275.758706230338
Power,49099.43687467153,Natural Gas,219759.3999610238,69.8490243173096,India-West,2018.0,Mixed Process,5.76539523857259,0.015349979671834917,312.63046276918436
Cement,40970.833370972345,Coal,152893.51606141817,77.77729444257237,India-East,2015.0,Mixed Process,2.1083703397774642,0.011891644017069089,290.2465739321345
Oil & Gas,40501.52904927534,Natural Gas,206893.53259994948,63.94477707686619,India-Central,2016.0,Combustion,5.330601455586001,0.013229760820749116,326.6484286223714
Steel,37240.80120572078,Electricity,207635.10889213617,81.69999873285272,India-West,2024.0,Mixed Process,4.904245007975413,0.016963788133383263,455.516196863599
Steel,41884.89701325651,Coal,233220.54930431006,51.094903123663485,India-South,2024.0,,7.526997529947836,0.011916381373151307,284.50306012164214
Cement,61334.98758116472,Coal,187353.520982294,118.61723751612135,India-East,2020.0,Combustion,5.280808482351377,0.02222335709783839,362.3275714930271
Power,46671.675930615966,,249925.07749703582,85.81598247643667,India-North,,Chemical Reaction,5.100721604579167,0.021447566070907705,459.54137371866693
,29753.403959281535,,222141.8723681827,58.47593168417157,India-Central,2017.0,Mixed Process,3.47810864910909,0.012989952952795812,436.58712026943095
Chemicals,76522.53939589675,Oil,219450.79570292865,70.98127171211677,India-Central,2021.0,Combustion,4.236697427367446,0.015576896557229804,203.55958754375916
Cement,54799.47786717745,Biomass,166958.72361185792,59.20256800642044,India-East,2023.0,Combustion,4.814572651990109,0.009884385188896174,180.3737110936325
Power,,Natural Gas,216473.80391958507,,India-South,,Mixed Process,6.20649643743098,0.013577287966102858,469.8698408106887
Chemicals,43372.26609138764,,221137.27294829933,78.17497907223321,India-South,2021.0,Combustion,3.5770976088303668,0.017287401684824025,398.58193363470014
Steel,51663.29574242627,Oil,,95.8738741213906,India-North,2021.0,Combustion,2.29402191043351,0.015737182089574288,304.61049500275686
Steel,75568.88139946066,Natural Gas,271656.9478017115,73.48243421574873,,2024.0,Combustion,4.586761662174975,0.01996201379609035,264.15653409728543
Chemicals,33378.31312611696,Natural Gas,357410.3539902854,46.643273147954915,India-East,2023.0,Mixed Process,2.587938181484839,0.01667078876707614,499.4497086802158
Cement,64640.6107903392,Biomass,160572.1465074148,65.79149306235507,India-West,2017.0,Combustion,5.4713827917612985,0.010564281262950044,163.4310247657641
Steel,70992.29640458514,Electricity,171788.86943902198,66.778158456201,India-South,2015.0,Chemical Reaction,6.319689366088232,0.011471744344410634,161.59139688950413
Oil & Gas,40570.18542388145,Coal,173298.4977646437,76.3338799577036,India-West,2022.0,Mixed Process,5.737013303652361,0.013228546725216677,
Fertilizer,45837.295717096495,Oil,121426.24445946049,72.8850635320878,India-West,2018.0,Chemical Reaction,3.8957781836708842,0.008850159541890603,193.07769804992336
,34455.36128939345,Oil,147422.56665599227,42.00638490766719,India-East,2016.0,,6.44448718146038,0.006192689079027834,179.73078346254806
Chemicals,46948.082883795425,Biomass,251433.67859913033,61.12587617685014,India-North,2019.0,Chemical Reaction,3.57853322577888,0.015369103904740377,327.3638231998003
,49451.15038485603,Biomass,195079.18760474736,58.3876619893674,India-West,2018.0,Combustion,3.3208270102789053,0.01139021766702638,230.33271376664538
Cement,59894.74997123556,Coal,315140.98017081514,88.46145158158328,India-East,2015.0,Combustion,6.215496048616109,0.02787782855875326,
,66352.7520653067,Electricity,182689.75739467936,,India-North,2021.0,Chemical Reaction,4.073381971967283,0.012920695754024226,194.72735269981303
Cement,38778.55903067529,Oil,224981.0495844755,45.02083392422986,India-West,2018.0,Chemical Reaction,4.690882478918381,0.010128834469441595,261.19677271734895
Power,,Biomass,145742.3696039193,61.9739913837231,India-West,2022.0,Mixed Process,5.717550197024616,0.009032236358076682,440.80925727626726
Power,49681.32831085637,Oil,193389.12216462306,92.62033953984056,India-North,2023.0,Chemical Reaction,3.1806293805797154,,360.5331573690032
Fertilizer,54403.06294952961,Natural Gas,205269.26689122745,,India-North,2022.0,Combustion,3.8587717926630645,0.013550461464707479,249.07534116743406
Steel,53741.265315275625,Oil,,64.80944201060171,India-Central,2015.0,Chemical Reaction,3.794778806710047,0.004780016337084883,
Steel,45099.90128736434,Electricity,150502.2498914318,72.44554076367822,India-Central,2022.0,Chemical Reaction,4.220310989072454,0.010903216879535008,241.75700097573758
Steel,51871.28149495902,Electricity,238155.82632109497,78.38406691359248,India-East,2019.0,Mixed Process,3.6474562236122687,0.018667622226214618,359.8835750381217
Fertilizer,72731.67212528372,Oil,234960.04599323633,72.85918191138694,India-East,2015.0,Chemical Reaction,4.946283129040022,0.017118996732929048,235.37196702202547
Power,55726.01253443764,Natural Gas,125097.4775255666,90.34725641683667,India-South,,Mixed Process,,0.011302213879101828,202.81755979072196
Cement,44399.47362495373,Electricity,178342.29039634054,72.86014571788905,India-Central,2023.0,Mixed Process,4.501469834363179,0.012994045265939457,292.6621467565427
